time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/approx_kl,train/loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/learning_rate,train/entropy_loss
4,100,6,16,0.021380562,0.806587278842926,-0.03319594741798824,0.2,1730,-0.10984206199645996,0.06399999856948853,2.158394193649292,0.0003,-4.605802345275879
5,125,7,15,0.008758042,0.6508315205574036,-0.022807531772181734,0.2,1740,-0.14508342742919922,0.02799999937415123,1.9374669671058655,0.0003,-5.438664054870605
6,150,9,15,0.0035309147,2.1974751949310303,-0.015152387650742583,0.2,1750,-0.6964632272720337,0.003999999910593033,5.819929885864258,0.0003,-4.485230207443237
7,175,11,15,0.007366433,2.1726114749908447,-0.028901308352476462,0.2,1760,-0.3433445692062378,0.011999999731779098,5.246190118789673,0.0003,-4.816571044921875
8,200,13,14,0.014357665,1.3335223197937012,-0.03141142185917119,0.2,1770,-0.9569106101989746,0.09199999794363975,3.4453481912612913,0.0003,-4.636195659637451
9,225,15,14,0.038800213,0.028815336525440216,-0.06299324544239795,0.2,1780,-2.5672194957733154,0.17199999541044236,0.981931933760643,0.0003,-5.411265277862549
10,250,17,14,0.0067353724,1.3162637948989868,-0.0018256958113049393,0.2,1790,-0.04762566089630127,0.011999999731779098,4.895286822319031,0.0003,-4.2378755569458
1,25,1,20,0.0020574904,1.0478662252426147,0.0020277480771763836,0.2,1800,0.18966221809387207,0.0,3.7462918519973756,0.0003,-4.096540021896362
2,50,2,19,0.0032144475,1.0654162168502808,-0.017110182513948403,0.2,1810,-1.4737541675567627,0.003999999910593033,2.296219992637634,0.0003,-4.574402904510498
3,75,3,19,0.01067106,0.2304508537054062,-0.03737811815645529,0.2,1820,-0.4178997278213501,0.0439999982714653,0.9657476544380188,0.0003,-4.35895528793335
4,100,5,18,0.00524353,0.5303076505661011,-0.016709416583412916,0.2,1830,-0.6689451932907104,0.011999999731779098,1.8027454733848571,0.0003,-3.9822686195373533
5,125,6,17,0.007254438,5.899069786071777,-0.034394681587815154,0.2,1840,-0.08288860321044922,0.019999999552965164,12.663381767272949,0.0003,-5.3388875961303714
6,150,8,17,0.048280478,1.366245985031128,-0.0563615558668971,0.2,1850,-0.021867990493774414,0.1879999928176403,3.1357443571090697,0.0003,-4.861295413970947
7,175,10,16,0.01623455,0.23667387664318085,-0.014178160934941886,0.2,1860,-0.24231970310211182,0.05199999883770943,0.7335634112358094,0.0003,-4.593754768371582
8,200,12,16,0.0059159184,0.596771776676178,-0.0031707377047277773,0.2,1870,-1.8461265563964844,0.011999999731779098,2.4309377312660216,0.0003,-4.10930495262146
9,225,14,16,0.005540342,0.126560777425766,-0.01628145622927697,0.2,1880,-2.691370725631714,0.011999999731779098,0.456146639585495,0.0003,-4.392046642303467
10,250,16,15,0.08926695,-0.05087657645344734,-0.06267916635796426,0.2,1890,-1.573239803314209,0.2399999886751175,0.20603298246860505,0.0003,-5.994273710250854
1,25,1,23,0.016518233,0.05782923847436905,-0.03190485059353563,0.2,1900,0.15441477298736572,0.05999999940395355,0.36747531592845917,0.0003,-4.048803234100342
2,50,2,22,0.021875052,0.5092543363571167,-0.0247537750946357,0.2,1910,0.0591166615486145,0.13599999621510506,1.6139085173606873,0.0003,-5.047048854827881
3,75,3,20,0.0036142182,2.951749563217163,-0.018233876865357247,0.2,1920,-3.5392489433288574,0.003999999910593033,6.731966352462768,0.0003,-4.220070791244507
4,100,4,20,0.0006139922,4.814991474151611,-0.007199203284457667,0.2,1930,0.2708315849304199,0.0,11.921307563781738,0.0003,-3.927532696723938
5,125,6,19,0.023975743,0.7865297794342041,-0.035667670379392294,0.2,1940,-0.15995466709136963,0.11599999368190765,1.9529236435890198,0.0003,-3.9312060832977296
6,150,7,18,0.020116996,0.12219053506851196,-0.049327664162963816,0.2,1950,-0.8062868118286133,0.06799999848008156,0.6171229839324951,0.0003,-5.09519772529602
7,175,9,18,0.027571509,0.07585805654525757,-0.03513676585193082,0.2,1960,-1.2641983032226562,0.11999999731779099,0.44576339423656464,0.0003,-4.391822385787964
8,200,11,17,0.01908174,0.07257809489965439,-0.028300920063280444,0.2,1970,-8.06807804107666,0.08799999728798866,0.39137631058692934,0.0003,-5.032357168197632
9,225,13,17,0.03819163,-0.08057866990566254,-0.07013021927513137,0.2,1980,-0.554200291633606,0.2359999880194664,0.18257149159908295,0.0003,-5.2548863887786865
10,250,14,16,0.02696619,0.3376036286354065,-0.03419334211945531,0.2,1990,-1.6711766719818115,0.13199999555945396,1.1640997409820557,0.0003,-3.9640946626663207
1,25,1,20,0.021464026,0.15099576115608215,-0.05172881717840205,0.2,2000,-0.8231930732727051,0.09599999859929084,0.6051591515541077,0.0003,-4.295938301086426
2,50,2,19,0.025650706,0.13851912319660187,-0.05020805244520332,0.2,2010,-1.6718242168426514,0.11999999657273293,0.8992612481117248,0.0003,-4.702141237258911
3,75,3,19,0.05790961,0.006939835846424103,-0.07177911106869565,0.2,2020,-0.3450894355773926,0.29199999049305914,0.26305044293403623,0.0003,-3.7668718099594116
4,100,5,18,0.020512762,0.200886532664299,-0.03785774738341576,0.2,2030,-0.018054842948913574,0.1479999952018261,0.7042945146560669,0.0003,-4.994258213043213
5,125,6,17,0.050879937,0.12279044836759567,-0.059084168352187307,0.2,2040,0.21397709846496582,0.2639999933540821,0.46591935455799105,0.0003,-4.179339075088501
6,150,8,17,0.037205797,-0.02035626769065857,-0.03740443308465182,0.2,2050,-1.2240967750549316,0.19199999421834946,0.2693743422627449,0.0003,-4.301444244384766
7,175,10,16,0.14331491,-0.08379991352558136,-0.09094145067781216,0.2,2060,-4.477601051330566,0.33599999025464056,0.13889316022396087,0.0003,-4.593557691574096
8,200,12,16,0.032270513,0.13184577226638794,-0.026340364932082583,0.2,2070,0.10927510261535645,0.09999999776482582,0.5447419315576554,0.0003,-4.726022100448608
9,225,14,15,0.02732075,0.0044506266713142395,-0.028388152975589165,0.2,2080,-0.27657079696655273,0.16799999326467513,0.1433362267911434,0.0003,-3.9290561437606812
10,250,16,15,0.024179025,0.7433985471725464,-0.03193186707049591,0.2,2090,-0.12842237949371338,0.16399999633431434,1.7967011094093324,0.0003,-3.857965421676636
1,25,1,21,0.023220195,0.03625365346670151,-0.03400487789511715,0.2,2100,-0.07434535026550293,0.11599999889731408,0.2699484616518021,0.0003,-4.109835624694824
2,50,2,19,0.024294103,0.021367326378822327,-0.04191349180601556,0.2,2110,0.1868944764137268,0.14799999296665192,0.23855810165405272,0.0003,-4.689701557159424
3,75,4,18,0.03172793,-0.045986372977495193,-0.05455310576409147,0.2,2120,-0.030243515968322754,0.16799999475479127,0.2665596790611744,0.0003,-4.000995349884033
4,100,5,18,0.03503971,0.2713046669960022,-0.046479762263595605,0.2,2130,-0.2776297330856323,0.2159999892115593,0.8253973424434662,0.0003,-3.573011541366577
5,125,7,17,0.00972466,0.14759014546871185,-0.024483579972758917,0.2,2140,-1.7989630699157715,0.023999998718500136,0.897257748246193,0.0003,-3.74248046875
6,150,8,16,0.0018735861,1.1153620481491089,-0.0019600901339714484,0.2,2150,-0.1569068431854248,0.0,3.4929580688476562,0.0003,-3.5784116268157957
7,175,10,16,0.00042016266,1.4985541105270386,-0.0062495616327503,0.2,2160,-0.3292379379272461,0.0,2.9373526573181152,0.0003,-3.788776683807373
8,200,12,16,0.025161166,-0.01730673760175705,-0.04265155533608045,0.2,2170,0.2539013624191284,0.10399999469518661,0.1688363805413246,0.0003,-3.6577208995819093
9,225,14,15,0.014825089,0.9053179025650024,-0.03607873161137078,0.2,2180,-0.16200828552246094,0.059999997913837436,2.294679844379425,0.0003,-3.654863882064819
10,250,16,15,0.01506197,0.3234383761882782,-0.038650331174954644,0.2,2190,-0.15166258811950684,0.07999999821186066,1.2571199774742126,0.0003,-3.858316159248352
1,25,1,21,0.0048124334,0.2931954264640808,-0.011458126593381125,0.2,2200,-0.2329179048538208,0.0,0.6908190846443176,0.0003,-3.8511913537979128
2,50,2,19,0.009505336,0.1868068277835846,-0.02301943643065165,0.2,2210,-0.27279984951019287,0.03999999761581421,0.5100099951028824,0.0003,-4.894457244873047
3,75,3,18,0.015868317,0.2543174624443054,-0.0404463204108179,0.2,2220,0.12697046995162964,0.05599999874830246,0.7610753178596497,0.0003,-4.028293967247009
4,100,5,18,0.009223308,0.59593665599823,-0.03175594120845204,0.2,2230,0.10468673706054688,0.023999999463558196,1.7057005524635316,0.0003,-3.9595488786697386
5,125,7,17,0.004757931,11.077536582946777,0.001727032137335982,0.2,2240,-0.363913893699646,0.031999999284744264,25.896706581115723,0.0003,-5.0051671981811525
6,150,8,17,0.0008170151,3.033785104751587,-0.004445156718604437,0.2,2250,0.342593789100647,0.0,7.671237659454346,0.0003,-3.9375247716903687
7,175,10,16,0.0029486537,1.1077518463134766,-0.017622966764029968,0.2,2260,-2.4525833129882812,0.0,2.3498244285583496,0.0003,-3.528102898597717
8,200,12,16,0.0061392304,0.4572620987892151,-0.023961126856505997,0.2,2270,-9.195945739746094,0.015999999642372132,1.49279842376709,0.0003,-3.2552388668060304
9,225,14,15,0.005545082,1.0196751356124878,-0.014739830851554813,0.2,2280,-0.5185632705688477,0.011999999731779098,2.6564345359802246,0.0003,-3.592907738685608
10,250,16,15,0.012086604,0.10825595259666443,-0.040289286293089435,0.2,2290,-0.5303184986114502,0.06799999698996544,0.6319599539041519,0.0003,-3.2159245014190674
1,25,1,23,0.0027923225,0.29463639855384827,-0.010834247594699243,0.2,2300,0.5654043555259705,0.007999999821186066,0.6837264418601989,0.0003,-3.8352083206176757
2,50,2,20,0.0007103777,1.580917239189148,-0.003703291571000733,0.2,2310,0.006425082683563232,0.0,3.7788679599761963,0.0003,-4.007580757141113
3,75,3,19,0.0015948319,0.5680866837501526,-0.007120343441652821,0.2,2320,-0.39627206325531006,0.0,1.747666108608246,0.0003,-3.3837388515472413
4,100,5,18,0.003400719,0.916304886341095,-0.014607352848164367,0.2,2330,0.3170231580734253,0.003999999910593033,2.0619543313980104,0.0003,-3.848330783843994
5,125,6,18,0.0037756276,1.0146349668502808,-0.011622127274982574,0.2,2340,-0.01446080207824707,0.0,2.3071430683135987,0.0003,-3.4281143665313722
6,150,8,17,0.0027070737,0.34767961502075195,-0.023700653058476462,0.2,2350,-9.415623664855957,0.0,1.0563836753368379,0.0003,-4.215041303634644
7,175,10,17,0.009361014,0.08035290241241455,-0.02387545366119568,0.2,2360,-3.0974864959716797,0.007999999821186066,0.36682645678520204,0.0003,-3.7942649126052856
8,200,11,16,0.040711336,0.04517218470573425,-0.058931940648704995,0.2,2370,0.3948131203651428,0.14799999594688415,0.38217426240444186,0.0003,-3.6771183967590333
9,225,13,16,0.012126982,0.2746603190898895,-0.023506702969782012,0.2,2380,0.024808287620544434,0.047999998182058336,0.8412448227405548,0.0003,-4.035006809234619
10,250,16,15,0.0056801224,0.17513591051101685,-0.012691087385639576,0.2,2390,-0.011513352394104004,0.02799999937415123,0.6925814002752304,0.0003,-3.199686789512634
1,25,1,22,0.03339427,0.1786957085132599,-0.061887179264799384,0.2,2400,-1.2671709060668945,0.10799999684095382,0.6327766478061676,0.0003,-3.581625556945801
2,50,2,20,0.00790924,0.4597410261631012,-0.02103372829128034,0.2,2410,0.18872207403182983,0.011999999731779098,1.2493058919906617,0.0003,-3.3552367448806764
3,75,3,19,0.027879274,0.1007857471704483,-0.03980330267548524,0.2,2420,-2.8011252880096436,0.08399999812245369,0.4171513795852661,0.0003,-2.8582179307937623
4,100,5,18,0.0037962936,0.2665676474571228,-0.008271438953583754,0.2,2430,0.1367540955543518,0.0,0.8392511606216431,0.0003,-3.1664357423782348
5,125,6,18,0.005373738,0.19813521206378937,-0.025146390549838315,0.2,2440,-0.23056340217590332,0.023999999463558196,0.697264900803566,0.0003,-2.436217260360718
6,150,8,17,0.011636655,0.08136342465877533,-0.034656050980090926,0.2,2450,-0.26286423206329346,0.051999998092651364,0.41028514206409455,0.0003,-3.139073634147644
7,175,10,17,0.0074457857,2.4940035343170166,-0.020050267820479917,0.2,2460,0.0047338008880615234,0.03599999919533729,5.7027486801147464,0.0003,-3.190727949142456
8,200,11,16,0.012860615,0.47067970037460327,-0.03434398245252694,0.2,2470,-0.9325664043426514,0.07599999681115151,1.7175494074821471,0.0003,-3.7000396728515623
9,225,13,16,0.0038161587,0.2883845269680023,-0.01750171460537242,0.2,2480,-0.08909416198730469,0.0,0.7525577068328857,0.0003,-2.9270567178726195
10,250,15,15,0.004304459,0.6434729099273682,-0.015728056973777528,0.2,2490,-0.10936367511749268,0.023999999463558196,1.5278218984603882,0.0003,-2.6022278308868407
1,25,1,23,0.011232555,0.2329864650964737,-0.028782733155414776,0.2,2500,0.13313913345336914,0.03999999910593033,0.7473786413669586,0.0003,-3.417196846008301
2,50,2,20,0.0066543124,0.13566847145557404,-0.02490068719908578,0.2,2510,0.009485900402069092,0.011999999731779098,0.4396576851606369,0.0003,-4.394300556182861
3,75,3,19,0.014130375,0.23447030782699585,-0.027212965722144843,0.2,2520,-0.48833584785461426,0.043999999016523364,0.6939958035945892,0.0003,-2.948879098892212
4,100,5,18,0.028915783,-0.011476114392280579,-0.04847127745486759,0.2,2530,-1.2022795677185059,0.1679999925196171,0.1782241702079773,0.0003,-2.5278175354003904
5,125,6,18,0.025363091,0.18579551577568054,-0.03774240633472772,0.2,2540,-0.048536062240600586,0.13199999555945396,0.7589392334222793,0.0003,-3.4491191864013673
6,150,8,17,0.011979065,0.3011258840560913,-0.024171241439878876,0.2,2550,0.18279361724853516,0.03999999836087227,0.7354894697666168,0.0003,-2.4202168703079225
7,175,10,17,0.0039010309,5.341057300567627,0.002844942508498249,0.2,2560,-0.03933990001678467,0.0,11.396721458435058,0.0003,-2.075960302352905
8,200,11,16,0.009100422,0.14102962613105774,-0.02373196126986308,0.2,2570,-1.198352575302124,0.031999999284744264,0.4233682245016098,0.0003,-2.185062789916992
9,225,13,16,0.031344403,0.04768651723861694,-0.016306757741607746,0.2,2580,0.37776708602905273,0.09599999710917473,0.1687485843896866,0.0003,-2.7680959939956664
10,250,15,15,0.010116837,0.33895203471183777,-0.02837914571911071,0.2,2590,-0.49969661235809326,0.06399999856948853,1.2179036259651184,0.0003,-3.3975938081741335
1,25,1,20,0.0010965276,0.9528441429138184,-0.0037680801437240063,0.2,2600,-3.0026588439941406,0.0,2.0652934074401856,0.0003,-1.80520601272583
2,50,2,20,0.0034311889,1.0328845977783203,-0.01831287726294235,0.2,2610,-0.2747894525527954,0.007999999821186066,2.697745418548584,0.0003,-2.455449366569519
3,75,4,18,0.002770791,0.6880182027816772,-0.009838411170814609,0.2,2620,-0.3113863468170166,0.011999999731779098,2.409596490859985,0.0003,-2.0267422914505007
4,100,5,18,0.0006270504,0.5755336284637451,-0.005904562866314933,0.2,2630,-2.9181711673736572,0.0,1.4064593076705934,0.0003,-1.791738760471344
5,125,6,17,0.0002486944,1.1068978309631348,-0.003151889657252482,0.2,2640,-1.0363223552703857,0.0,3.5123730659484864,0.0003,-1.9919546723365784
6,150,8,17,0.027740207,0.037409618496894836,-0.04464762687683148,0.2,2650,-0.6296123266220093,0.09999999701976776,0.259224496781826,0.0003,-1.7113561987876893
7,175,10,17,0.012375593,0.0868624895811081,-0.026317909550387597,0.2,2660,-7.043780326843262,0.0559999980032444,0.36601985394954684,0.0003,-1.966885757446289
8,200,11,16,0.009702222,0.06700950860977173,-0.012637836665729906,0.2,2670,-0.7587289810180664,0.031999999284744264,0.3047887906432152,0.0003,-2.5688342332839964
9,225,13,16,0.018163787,0.06596705317497253,-0.02213141958764737,0.2,2680,-0.2057589292526245,0.07999999895691871,0.29355659037828447,0.0003,-2.505489540100098
10,250,15,15,0.042869378,-0.020554635673761368,-0.03965204278379679,0.2,2690,0.5275737047195435,0.11199999675154686,0.1170751340687275,0.0003,-2.041145133972168
1,25,1,22,0.005061276,0.1352294236421585,-0.0147141214892617,0.2,2700,-0.7804967164993286,0.019999999552965164,0.7123644351959229,0.0003,-1.7878464818000794
2,50,2,20,0.010634658,0.10039786994457245,-0.02531553686782715,0.2,2710,-0.2393132448196411,0.0559999980032444,0.4298362165689468,0.0003,-2.3588328838348387
3,75,3,19,0.024148287,0.00596093013882637,-0.03935640688426787,0.2,2720,-0.4292556047439575,0.10399999842047691,0.1667954668402672,0.0003,-1.9426374077796935
4,100,5,18,0.036788683,0.1506592184305191,-0.04841942713782146,0.2,2730,-0.3295440673828125,0.13599999845027924,0.516161534190178,0.0003,-2.9006418943405152
5,125,6,18,0.023338743,0.02185528352856636,-0.0350332328099757,0.2,2740,-0.8984293937683105,0.1039999969303608,0.18522215783596038,0.0003,-1.3597198963165282
6,150,8,17,0.013273611,0.087762251496315,-0.01979873416293394,0.2,2750,0.08752745389938354,0.051999998092651364,0.27941782772541046,0.0003,-1.6019161224365235
7,175,10,16,0.06688516,-0.018275901675224304,-0.05138804449513543,0.2,2760,-0.029913902282714844,0.18399999365210534,0.1594648241996765,0.0003,-3.1811570644378664
8,200,12,16,0.008614537,0.30920684337615967,-0.02202202630601775,0.2,2770,-0.47267186641693115,0.05199999883770943,0.9404116868972778,0.0003,-1.5219429850578308
9,225,14,15,0.0009729719,0.573058545589447,-0.005971777930098199,0.2,2780,-0.33913493156433105,0.0,1.3267681002616882,0.0003,-1.1536548376083373
10,250,16,15,0.0028805733,0.23810841143131256,-0.01138571272767166,0.2,2790,-1.0563592910766602,0.011999999731779098,0.6703548312187195,0.0003,-2.3630422592163085
1,25,1,23,0.007170844,0.5836753249168396,-0.021953632296062862,0.2,2800,-0.1193089485168457,0.031999999284744264,1.4129372477531432,0.0003,-1.7656002998352052
2,50,2,20,0.00014514207,1.3271821737289429,-0.0008763356066765482,0.2,2810,0.306385338306427,0.0,3.0882604122161865,0.0003,-1.624846303462982
3,75,3,19,0.0017092276,0.19837477803230286,-0.005942211337388414,0.2,2820,-0.01170194149017334,0.0,0.7737827748060226,0.0003,-1.334766399860382
4,100,5,18,0.004233408,0.18628989160060883,-0.022461204532534397,0.2,2830,0.14581316709518433,0.019999999552965164,0.484142529964447,0.0003,-1.1175902485847473
5,125,6,18,0.008435164,0.29502665996551514,-0.020087387451902215,0.2,2840,0.09123015403747559,0.043999999016523364,0.7489200174808502,0.0003,-1.6228880286216736
6,150,8,17,0.009802627,0.2507554292678833,-0.02855210012011229,0.2,2850,-0.9251619577407837,0.05599999874830246,0.6404784500598908,0.0003,-1.9689163565635681
7,175,10,17,0.004190056,0.31811100244522095,-0.013541557031215668,0.2,2860,0.044335365295410156,0.011999999731779098,0.8467159390449523,0.0003,-2.621310305595398
8,200,12,16,0.0023501276,0.044981326907873154,-0.011781846132129426,0.2,2870,-0.8346421718597412,0.007999999821186066,0.28069426864385605,0.0003,-1.4296372532844543
