time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/approx_kl,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/n_updates
100,4,21,4,0.0,0.0030084276,4.848132514953614,2.0245978832244873,0.0003,-0.23333263397216797,0.2,-4.149215507507324,-0.019628415542654664,1730
125,6,20,5,0.007999999821186066,0.0037338256,3.96704523563385,1.9339947700500488,0.0003,0.06466710567474365,0.2,-4.711559724807739,-0.020161691386252657,1740
150,7,20,6,0.007999999821186066,0.0032897282,5.606080102920532,2.624161958694458,0.0003,-0.20858347415924072,0.2,-4.632695627212525,-0.02351439561508597,1750
175,8,19,7,0.007999999821186066,0.0026519012,2.761964464187622,1.1094599962234497,0.0003,-0.6620358228683472,0.2,-5.431041574478149,-0.010690673856646526,1760
200,10,18,8,0.0,0.0020576715,12.004018783569336,5.907931804656982,0.0003,0.1641230583190918,0.2,-5.0441302299499515,-0.013900382918306064,1770
225,12,18,9,0.09199999719858169,0.01808065,0.40501154363155367,0.06472256034612656,0.0003,-1.1682963371276855,0.2,-4.594647169113159,-0.05296296222507948,1780
250,13,17,10,0.09599999710917473,0.023616271,0.905588573217392,0.3031865060329437,0.0003,-1.3142921924591064,0.2,-3.710648465156555,-0.041759918982162955,1790
25,1,24,1,0.0,0.00290287,11.322497177124024,5.283798694610596,0.0003,-0.4314889907836914,0.2,-5.707145118713379,0.004622852424159873,1800
50,2,22,2,0.019999999552965164,0.006392739,1.0965548932552338,0.4380640387535095,0.0003,0.12704145908355713,0.2,-3.3910316705703734,-0.028504497854970622,1810
75,3,21,3,0.1879999965429306,0.051861104,0.12387573793530464,-0.04330039769411087,0.0003,-0.35514986515045166,0.2,-4.989237642288208,-0.05970812135934835,1820
100,4,20,4,0.14799999669194222,0.031698454,0.1731442891061306,-0.05929822474718094,0.0003,0.007851839065551758,0.2,-4.582930946350098,-0.05380799675732852,1830
125,6,20,5,0.17599999383091927,0.111682214,0.38301718831062315,-0.018366865813732147,0.0003,0.14090830087661743,0.2,-4.340605688095093,-0.06665856522321718,1840
150,7,19,6,0.07999999672174454,0.011357552,1.956340765953064,0.6963653564453125,0.0003,-0.5146658420562744,0.2,-4.167064571380616,-0.011520073310238388,1850
175,9,19,7,0.04799999892711639,0.008412387,6.160013675689697,2.5989999771118164,0.0003,-0.28878140449523926,0.2,-4.596858739852905,-0.017256644263863308,1860
200,10,18,8,0.0,0.001769278,2.4755798101425173,0.962819516658783,0.0003,-0.3886188268661499,0.2,-2.38769850730896,-0.012777035946513849,1870
225,12,18,9,0.05999999940395355,0.015188777,1.5329399943351745,0.48557135462760925,0.0003,-2.8715999126434326,0.2,-4.474646949768067,-0.033328398550860075,1880
250,14,17,10,0.04799999892711639,0.015477705,0.5523800119757653,0.03686043620109558,0.0003,-14.659515380859375,0.2,-5.099069213867187,-0.029506696853786707,1890
25,0,25,1,0.14799999594688415,0.0392405,0.15436177998781203,-0.034647777676582336,0.0003,-1.018993854522705,0.2,-3.742059087753296,-0.05980760919675232,1900
50,2,23,2,0.011999999731779098,0.009442658,6.082863998413086,2.5547595024108887,0.0003,-0.312336802482605,0.2,-2.67259681224823,-0.019829324541613503,1910
75,3,22,3,0.03599999919533729,0.008007526,2.881092405319214,0.8177505731582642,0.0003,0.29215866327285767,0.2,-3.9709709167480467,-0.026748883025720715,1920
100,4,20,4,0.07599999830126762,0.012644245,0.7451717257499695,0.25290101766586304,0.0003,-1.6075313091278076,0.2,-6.166173315048217,-0.03660159989073879,1930
125,6,19,5,0.28799998909235003,0.08201218,0.1650326818227768,-0.02846406400203705,0.0003,-0.18194997310638428,0.2,-4.814754295349121,-0.06773191173747364,1940
150,7,19,6,0.03999999910593033,0.014470582,0.7469451725482941,0.25225597620010376,0.0003,0.16145354509353638,0.2,-2.8642481327056886,-0.004798348877578995,1950
175,9,18,7,0.07199999764561653,0.01674041,2.2804365873336794,0.8768891096115112,0.0003,0.06301802396774292,0.2,-4.762308597564697,-0.037552734705153766,1960
200,10,18,8,0.2119999907910824,0.21814905,0.12511240020394326,-0.031846653670072556,0.0003,-0.14826452732086182,0.2,-4.167381334304809,-0.055041956901550296,1970
225,12,17,9,0.10799999833106995,0.019482981,0.3803833782672882,0.0467425212264061,0.0003,-0.12670445442199707,0.2,-3.873853397369385,-0.027592539891600154,1980
250,14,17,10,0.08399999737739564,0.019387,1.2593814969062804,0.5175619721412659,0.0003,-0.032866597175598145,0.2,-5.031866645812988,-0.039847300890832923,1990
25,0,26,1,0.27999999821186067,0.057178464,0.16814786121249198,-0.03352908417582512,0.0003,0.49450552463531494,0.2,-4.761305284500122,-0.06169610039889815,2000
50,2,24,2,0.11999999806284904,0.024729606,0.12161307111382484,-0.07464484870433807,0.0003,-0.07130444049835205,0.2,-4.368700361251831,-0.044467459973879284,2010
75,3,22,3,0.0559999980032444,0.016555797,0.42773617804050446,0.131913423538208,0.0003,-0.466924786567688,0.2,-4.216928100585937,-0.01271938733011666,2020
100,4,22,4,0.0639999970793724,0.018537583,0.2028750792145729,-0.007950365543365479,0.0003,-1.3107247352600098,0.2,-4.389948558807373,-0.03893826796871132,2030
125,5,21,5,0.03999999910593033,0.007464571,0.6907863676548004,0.19785504043102264,0.0003,-0.027024030685424805,0.2,-3.5088956117630006,-0.021555484902288667,2040
150,7,20,6,0.23199999332427979,0.05138121,0.6094035744667053,0.18555036187171936,0.0003,0.08938604593276978,0.2,-5.1938581466674805,-0.06021617133216939,2050
175,8,19,7,0.16799999475479127,0.038438585,0.49573169350624086,0.12201323360204697,0.0003,0.01209115982055664,0.2,-3.647968792915344,-0.05610848192498086,2060
200,10,19,8,0.14399999454617501,0.035887938,0.10074556916952133,-0.038716867566108704,0.0003,-0.08463621139526367,0.2,-3.258398342132568,-0.045023096194491075,2070
225,12,18,9,0.03599999919533729,0.0121931005,1.3271910727024079,0.3728484809398651,0.0003,-0.1989898681640625,0.2,-3.812480926513672,-0.022039237723686256,2080
250,13,18,10,0.07599999830126762,0.024822542,0.15345878377556801,-0.01741299405694008,0.0003,-5.627178192138672,0.2,-3.4482075691223146,-0.03377705401368445,2090
25,0,26,1,0.17599999383091927,0.045933228,0.4353611797094345,0.10035622119903564,0.0003,-0.9097386598587036,0.2,-3.3181209325790406,-0.049380100019276084,2100
50,2,23,2,0.0559999980032444,0.012784515,2.6620226383209227,1.0801944732666016,0.0003,-0.09352362155914307,0.2,-4.210524845123291,-0.01086219884129207,2110
75,3,22,3,0.11999999806284904,0.029125353,0.21966838985681533,0.0354706272482872,0.0003,-0.1223440170288086,0.2,-3.7767505168914797,-0.03631112818792488,2120
100,4,21,4,0.003999999910593033,0.006591215,3.5471072435379027,1.5593410730361938,0.0003,-0.0540311336517334,0.2,-2.655189538002014,0.009957435116172064,2130
125,5,21,5,0.019999999552965164,0.006033404,0.9060502707958221,0.246262788772583,0.0003,0.057455480098724365,0.2,-3.386206579208374,-0.020253103740513367,2140
150,7,20,6,0.07599999830126762,0.018754287,0.9358505815267563,0.17618069052696228,0.0003,-0.3632054328918457,0.2,-4.007696151733398,-0.035061306737363296,2150
175,8,19,7,0.02799999937415123,0.0066931318,1.2790708899497987,0.39442190527915955,0.0003,-0.3434638977050781,0.2,-4.318150043487549,-0.019724070389289493,2160
200,10,19,8,0.0,0.0023143624,2.2908743739128115,0.751497209072113,0.0003,0.03919017314910889,0.2,-3.326715517044067,-0.011411997031768806,2170
225,12,18,9,0.019999999552965164,0.00817622,1.411224615573883,0.5431225895881653,0.0003,-0.19253134727478027,0.2,-3.6878236293792725,-0.025798405189067352,2180
250,13,18,10,0.1679999925196171,0.039764374,0.20253181904554368,-0.026661254465579987,0.0003,-0.06717860698699951,0.2,-3.954777693748474,-0.059176557376980556,2190
25,0,26,1,0.24399999305605888,0.06494388,0.1683811590075493,-0.024242594838142395,0.0003,-2.5760529041290283,0.2,-4.265346479415894,-0.05796443097479624,2200
50,2,23,2,0.11599999442696571,0.022680106,0.09788450002670288,-0.06910321861505508,0.0003,-0.8496825695037842,0.2,-4.361875200271607,-0.04441775260865768,2210
75,3,22,3,0.023999999463558196,0.0073163244,1.8393996477127075,0.6609413623809814,0.0003,-0.09924709796905518,0.2,-3.221068835258484,-0.008774288032437027,2220
100,4,21,4,0.06799999848008156,0.01658895,0.7528422147035598,0.15544059872627258,0.0003,-0.17824268341064453,0.2,-4.590426969528198,-0.04047217774763716,2230
125,5,20,5,0.07599999830126762,0.017598225,0.2983936667442322,-0.008850492537021637,0.0003,-0.16676390171051025,0.2,-4.235426616668701,-0.03490451430529369,2240
150,7,20,6,0.27599999234080314,0.09624859,0.200420281291008,-0.006459005177021027,0.0003,-0.5188130140304565,0.2,-4.448128318786621,-0.054954254422337104,2250
175,8,19,7,0.2999999955296516,0.054665573,0.04244435541331768,-0.07345297187566757,0.0003,-0.7657343149185181,0.2,-2.955455851554871,-0.058947545286268624,2260
200,10,19,8,0.12799999490380287,0.025680909,1.0790860533714295,0.3256303369998932,0.0003,-0.0782928466796875,0.2,-3.4323639392852785,-0.05118298428319399,2270
225,12,18,9,0.09999999776482582,0.026210181,0.037227201741188765,-0.060154058039188385,0.0003,-3.56961727142334,0.2,-3.5541728734970093,-0.04450490670278669,2280
250,13,18,10,0.2159999944269657,0.041023057,0.05292614363133907,-0.0917140543460846,0.0003,-0.3544985055923462,0.2,-4.126743602752685,-0.06004647425934664,2290
25,0,26,1,0.11199999824166298,0.022212287,1.2176984906196595,0.46854934096336365,0.0003,0.11482757329940796,0.2,-3.124167466163635,-0.033303311352850785,2300
50,2,22,2,0.11199999749660491,0.022820327,0.3876351624727249,0.07998422533273697,0.0003,-0.9679509401321411,0.2,-3.8806251525878905,-0.04539790476672323,2310
75,3,21,3,0.023999999463558196,0.005001013,9.711875915527344,4.394420146942139,0.0003,-0.07274913787841797,0.2,-2.84969220161438,0.01034504805132741,2320
100,4,21,4,0.043999999016523364,0.01144479,0.9033620536327363,0.376605361700058,0.0003,-0.056574344635009766,0.2,-3.4041571617126465,-0.024678909179754526,2330
125,6,20,5,0.07199999764561653,0.024141934,0.2511300653219223,0.083881676197052,0.0003,0.008514642715454102,0.2,-2.818577456474304,-0.024381802028044318,2340
150,7,20,6,0.08799999803304673,0.017120732,0.40652739703655244,0.07958945631980896,0.0003,0.09130913019180298,0.2,-3.59384708404541,-0.024712514264508913,2350
175,8,19,7,0.0559999980032444,0.008268818,0.1428364560008049,0.02383274957537651,0.0003,-0.21091222763061523,0.2,-3.175382876396179,-0.020527356619481907,2360
200,10,19,8,0.24799999222159386,0.03210088,0.040383831784129146,-0.08085476607084274,0.0003,-1.0676665306091309,0.2,-4.7380852699279785,-0.05231585242971777,2370
225,12,18,9,0.02799999937415123,0.0060836147,0.34234689474105834,0.1279781460762024,0.0003,0.7561978399753571,0.2,-2.6222291469573973,0.016527211297303522,2380
250,13,18,10,0.0,0.0018234062,0.28484838306903837,0.08750308305025101,0.0003,0.6768196821212769,0.2,-1.9453841686248778,-0.007568940995726692,2390
25,0,25,1,0.19999999329447746,0.07558098,0.23411560654640198,0.0006172209978103638,0.0003,-0.17033159732818604,0.2,-3.370506000518799,-0.06936614553630349,2400
50,2,23,2,0.12399999648332596,0.022406861,0.23706997483968734,-0.016474254429340363,0.0003,0.04876202344894409,0.2,-5.309802579879761,-0.035601131672505205,2410
75,3,22,3,0.1279999978840351,0.023517566,0.0932418268173933,-0.04297108203172684,0.0003,-1.3904900550842285,0.2,-3.2137047290802,-0.041340171400457495,2420
100,4,21,4,0.007999999821186066,0.0016370821,6.7459330558776855,2.9615182876586914,0.0003,0.03344464302062988,0.2,-3.4003480434417725,0.00799823858309594,2430
125,5,21,5,0.07599999681115151,0.013832941,0.6142563819885254,0.1895512342453003,0.0003,-0.10529863834381104,0.2,-4.9430207252502445,-0.039585590915753956,2440
150,7,20,6,0.07199999839067459,0.011740009,0.75434809923172,0.21398304402828217,0.0003,-0.6685787439346313,0.2,-4.451475524902344,-0.03023428741190557,2450
175,8,19,7,0.0,0.0009640908,3.689418983459473,1.6700553894042969,0.0003,-1.9060759544372559,0.2,-3.612401247024536,-0.004607422063941158,2460
200,10,19,8,0.031999999284744264,0.008183272,2.584601044654846,0.9682870507240295,0.0003,-0.14212405681610107,0.2,-4.116628980636596,-0.020217062547803265,2470
225,11,18,9,0.11999999731779099,0.022236977,0.2122226268053055,0.01815703511238098,0.0003,-0.2964785099029541,0.2,-3.9525870800018312,-0.048076400347054,2480
250,13,18,10,0.17599999234080316,0.04916135,0.045256666094064715,-0.057467371225357056,0.0003,-2.020043134689331,0.2,-3.962863039970398,-0.047750302713364334,2490
25,1,24,1,0.05999999865889549,0.011196716,1.6949150204658507,0.6212441325187683,0.0003,-0.006538510322570801,0.2,-3.276107668876648,-0.029590909435413693,2500
50,2,23,2,0.1839999921619892,0.04114093,0.23593041449785232,-0.010938569903373718,0.0003,-0.49226951599121094,0.2,-4.883539056777954,-0.06464557696133824,2510
75,3,22,3,0.18799999505281448,0.040507335,0.021011206042021512,-0.06451555341482162,0.0003,-3.0084643363952637,0.2,-3.9172422885894775,-0.03808699663914723,2520
100,4,20,4,0.09999999478459358,0.012380195,1.5232113480567933,0.6487382650375366,0.0003,0.02965402603149414,0.2,-3.047184157371521,-0.007536980966891349,2530
125,6,20,5,0.16399999633431434,0.036336992,0.036169325560331346,-0.09170576930046082,0.0003,-0.16621816158294678,0.2,-3.7664526462554933,-0.06483294104970998,2540
150,7,19,6,0.17199999541044236,0.046233464,0.040902520343661306,-0.0678614005446434,0.0003,-0.04423999786376953,0.2,-4.54122371673584,-0.042839253928512025,2550
175,8,19,7,0.1319999985396862,0.02135186,0.8891332864761352,0.34005698561668396,0.0003,-0.05808067321777344,0.2,-3.6216343879699706,-0.04391863936558309,2560
200,10,19,8,0.043999999016523364,0.009277072,1.7858689069747924,0.6052548885345459,0.0003,-0.0650397539138794,0.2,-4.678586196899414,-0.025712041255086682,2570
225,12,18,9,0.19999999329447746,0.055173293,0.08742167577147483,-0.035844869911670685,0.0003,-10.162334442138672,0.2,-4.895686912536621,-0.04205946443974975,2580
250,13,17,10,0.06799999922513962,0.014503436,0.24771998673677445,0.005575060844421387,0.0003,-0.8091722726821899,0.2,-5.287504720687866,-0.030901000269921486,2590
25,1,22,1,0.0,0.0030577302,7.495120668411255,3.591064453125,0.0003,-0.07661521434783936,0.2,-3.7243701934814455,-0.0014515111062650022,2600
50,2,20,2,0.05599999874830246,0.009741695,0.6853927791118621,0.22869041562080383,0.0003,-0.12098431587219238,0.2,-3.2138821840286256,-0.02412659019231782,2610
75,4,18,3,0.23599999472498895,0.057952955,0.03629737347364426,-0.07049525529146194,0.0003,-0.682317852973938,0.2,-5.941454315185547,-0.06301125355809915,2620
100,6,15,4,0.051999998092651364,0.011384756,0.560028824210167,0.18580231070518494,0.0003,-0.05048847198486328,0.2,-3.4152928590774536,-0.031304276295006164,2630
125,8,15,5,0.019999999552965164,0.00967942,0.2535751864314079,-0.0056024156510829926,0.0003,-0.9824720621109009,0.2,-4.526626873016357,-0.022979456885134652,2640
150,10,14,6,0.08799999728798866,0.020488905,2.4436028957366944,1.1338610649108887,0.0003,0.0753818154335022,0.2,-4.087805223464966,-0.027129070878027052,2650
175,11,14,7,0.11599999591708184,0.024247915,1.3045502305030823,0.5430538654327393,0.0003,-0.04716348648071289,0.2,-3.2260950803756714,-0.03730235823430093,2660
200,13,14,8,0.015999999642372132,0.0031813357,0.6717127323150635,0.26862189173698425,0.0003,-0.11997079849243164,0.2,-2.3036948919296263,-0.007839140843046977,2670
225,16,13,9,0.11599999442696571,0.037998736,0.06753051429986953,-0.013464029878377914,0.0003,-0.41701388359069824,0.2,-3.6584051847457886,-0.026160001015290747,2680
250,18,13,10,0.05999999865889549,0.011500981,0.38803382515907286,0.07795897126197815,0.0003,-0.5060089826583862,0.2,-3.891687202453613,-0.025711740861748565,2690
25,1,15,1,0.17599999457597731,0.0455455,0.23478553295135499,0.0027816370129585266,0.0003,0.03209501504898071,0.2,-3.6586947679519652,-0.053870036760343964,2700
50,2,18,2,0.10399999544024467,0.02187387,0.15749712586402892,0.015478774905204773,0.0003,0.07373309135437012,0.2,-2.4580597162246702,-0.027667754463851325,2710
75,4,18,3,0.03999999910593033,0.009765751,1.333440327644348,0.4916461110115051,0.0003,0.015434861183166504,0.2,-3.006254196166992,-0.0268512433860451,2720
100,6,16,4,0.07199999839067459,0.019805951,0.06436965465545655,-0.03696289658546448,0.0003,0.9165108576416969,0.2,-3.0443013191223143,-0.025854530734940796,2730
125,8,15,5,0.0559999980032444,0.011176579,0.8542694807052612,0.3046034574508667,0.0003,-0.09506809711456299,0.2,-2.979364037513733,-0.026853990126808825,2740
150,10,14,6,0.13599999696016313,0.033163708,0.2064446359872818,0.044078338891267776,0.0003,-0.08898317813873291,0.2,-2.7902733087539673,-0.03158578587509666,2750
175,11,14,7,0.17199999541044236,0.029501628,0.025621982663869856,-0.061227552592754364,0.0003,-2.407022714614868,0.2,-3.6879196405410766,-0.040061466816812795,2760
200,13,14,8,0.007999999821186066,0.00464149,0.3348959431052208,0.09891320765018463,0.0003,-0.49083781242370605,0.2,-4.160666275024414,-0.0024830672615209436,2770
225,15,14,9,0.10399999544024467,0.022981944,0.09378274753689766,-0.04555929824709892,0.0003,-0.08011317253112793,0.2,-4.087767744064331,-0.04495063430070871,2780
250,17,14,10,0.2199999935925007,0.04577958,0.045637398352846505,-0.08891115337610245,0.0003,-0.1996384859085083,0.2,-4.34451847076416,-0.052309864800423614,2790
25,0,25,1,0.1759999968111515,0.03890311,0.3942212760448456,0.12207520008087158,0.0003,-0.18482065200805664,0.2,-3.3799076080322266,-0.03998661740869238,2800
50,2,23,2,0.011999999731779098,0.0019409513,3.9648292303085326,1.852685809135437,0.0003,0.004942655563354492,0.2,-2.2353820323944094,-0.0032773184147664837,2810
75,3,21,3,0.29999999031424524,0.09491091,0.028131405636668206,-0.10769582539796829,0.0003,0.056601643562316895,0.2,-6.610158920288086,-0.07099298458173883,2820
100,4,20,4,0.09599999859929084,0.01788216,1.2110677361488342,0.42139101028442383,0.0003,-0.31161201000213623,0.2,-4.246097707748413,-0.0342802895326173,2830
125,6,18,5,0.12399999797344208,0.032985058,0.15660463348031045,0.00329749658703804,0.0003,-0.39401817321777344,0.2,-3.319030261039734,-0.034792372174561235,2840
150,9,15,6,0.02799999937415123,0.004525969,0.07709331288933755,-0.04292886704206467,0.0003,0.36323970556259155,0.2,-1.6772249579429626,-0.01973992509394975,2850
175,11,14,7,0.17599999383091927,0.037355673,0.06413372606039047,-0.06013912707567215,0.0003,-0.07169198989868164,0.2,-3.7904168605804442,-0.05294899208843695,2860
